Date,AAPL,JPM,MSFT,SPY
2022-01-19,162.662353515625,134.28407287597656,292.8285827636719,427.31915283203125
2022-01-20,160.9792938232422,133.13893127441406,291.1584167480469,422.5895080566406
2022-01-21,158.92430114746094,130.8126678466797,285.78125,414.2938232421875
2022-01-24,158.15127563476562,130.69546508789062,286.1094970703125,416.0531311035156
2022-01-25,156.35076904296875,132.12008666992188,278.50238037109375,410.9736022949219
2022-01-26,156.26271057128906,133.37338256835938,286.4377136230469,409.9425354003906
2022-01-27,155.80282592773438,131.02005004882812,289.4593505859375,407.9182434082031
2022-01-28,166.6743621826172,132.19219970703125,297.5879211425781,418.049072265625
2022-01-31,171.0288543701172,133.9865264892578,300.2137145996094,425.57861328125
2022-02-01,170.86248779296875,136.28575134277344,298.0705261230469,428.4541931152344
2022-02-02,172.0660858154297,135.1947784423828,302.60784912109375,432.61627197265625
2022-02-03,169.18917846679688,134.07666015625,290.820556640625,422.4476013183594
2022-02-04,168.905029296875,137.5570526123047,295.3481750488281,424.4340515136719
2022-02-07,168.18978881835938,138.01693725585938,290.531005859375,423.0718994140625
2022-02-08,171.29574584960938,140.6136932373047,294.0159606933594,426.55291748046875
2022-02-09,172.71644592285156,141.1997833251953,300.43572998046875,432.79595947265625
2022-02-10,168.6405029296875,140.6136932373047,291.9114685058594,425.0205078125
2022-02-11,165.23086547851562,138.78334045410156,284.8255615234375,416.6396179199219
2022-02-14,165.46600341796875,137.49398803710938,284.78692626953125,415.27752685546875
2022-02-15,169.2969207763672,139.50465393066406,290.06756591796875,421.9746398925781
2022-02-16,169.0618133544922,139.7571563720703,289.7290344238281,422.4476013183594
2022-02-17,165.46600341796875,136.53819274902344,281.2450866699219,413.4235534667969
2022-02-18,163.91795349121094,137.17837524414062,278.5364685058594,410.74658203125
2022-02-22,160.99819946289062,136.93490600585938,278.3333435058594,406.3386535644531
2022-02-23,156.83412170410156,134.06765747070312,271.1263427734375,399.1307067871094
2022-02-24,159.45013427734375,130.3347625732422,284.9792175292969,405.13726806640625
2022-02-25,161.51748657226562,133.41844177246094,287.61041259765625,414.0762023925781
2022-02-28,161.78201293945312,127.85520935058594,289.0421447753906,413.0168151855469
2022-03-01,159.9008331298828,123.03136444091797,285.32745361328125,406.7264404296875
2022-03-02,163.19290161132812,125.58306121826172,290.396484375,414.20867919921875
2022-03-03,162.86956787109375,124.6904067993164,286.2658386230469,412.1465148925781
2022-03-04,159.8714141845703,121.18294525146484,280.40350341796875,408.7980041503906
2022-03-07,156.0796661376953,116.50334930419922,269.8106689453125,396.7470397949219
2022-03-08,154.25726318359375,115.6828384399414,266.8505554199219,393.7389831542969
2022-03-09,159.6558837890625,120.3173828125,279.087890625,404.2954406738281
2022-03-10,155.31546020507812,118.89273071289062,276.27276611328125,402.4698181152344
2022-03-11,151.60206604003906,116.21480560302734,270.932861328125,397.3523864746094
2022-03-14,147.57513427734375,117.36893463134766,267.4212951660156,394.4483642578125
2022-03-15,151.95480346679688,119.45174407958984,277.7818908691406,403.12249755859375
2022-03-16,156.36383056640625,124.78958129882812,284.7857666015625,412.0613708496094
2022-03-17,157.3730010986328,126.36747741699219,285.588623046875,417.2167053222656
2022-03-18,160.6650848388672,126.32242584228516,290.6285400390625,421.7863464355469
2022-03-21,162.0367431640625,125.91666412353516,289.4001159667969,421.6629638671875
2022-03-22,165.40725708007812,128.59458923339844,294.14019775390625,426.5970153808594
2022-03-23,166.76910400390625,126.03387451171875,289.7192687988281,421.1032409667969
2022-03-24,170.5510711669922,126.85438537597656,294.178955078125,427.4510498046875
2022-03-25,171.18797302246094,127.96341705322266,293.7725830078125,429.53851318359375
2022-03-28,172.05015563964844,127.01668548583984,300.5635986328125,432.5938415527344
2022-03-29,175.34225463867188,127.29618072509766,305.1199645996094,437.9454345703125
2022-03-30,174.17630004882812,126.71910858154297,303.6204528808594,435.24114990234375
2022-03-31,171.08021545410156,122.91414642333984,298.2516174316406,428.542236328125
2022-04-01,170.78627014160156,122.0034408569336,299.32537841796875,429.7568359375
2022-04-04,174.832763671875,122.54447174072266,304.6943054199219,433.4383850097656
2022-04-05,171.5210723876953,121.11837768554688,300.7377624511719,427.9634094238281
2022-04-06,168.3563995361328,119.43793487548828,289.7290344238281,423.6841125488281
2022-04-07,168.6601104736328,119.07459259033203,291.5379943847656,425.8190002441406
2022-04-08,166.65155029296875,121.25460815429688,287.2815246582031,424.6803894042969
2022-04-11,162.39927673339844,120.80953979492188,275.9536437988281,417.421630859375
2022-04-12,164.27066040039062,119.48335266113281,272.8580322265625,415.875
2022-04-13,166.95529174804688,115.63197326660156,278.236572265625,420.63818359375
2022-04-14,161.94857788085938,114.56012725830078,270.7007751464844,415.4005432128906
2022-04-18,161.7330322265625,116.68566131591797,271.3681640625,415.57135009765625
2022-04-19,164.0159149169922,119.10184478759766,275.99224853515625,422.2797546386719
2022-04-20,163.84934997558594,119.51969146728516,277.0177001953125,421.9666442871094
2022-04-21,163.05572509765625,118.59315490722656,271.64874267578125,415.65673828125
2022-04-22,158.51930236816406,115.1868896484375,265.0899353027344,404.2514343261719
2022-04-25,159.5873260498047,115.15054321289062,271.56170654296875,406.5951232910156
2022-04-26,153.63021850585938,111.74427795410156,261.40423583984375,394.81982421875
2022-04-27,153.40489196777344,110.2909164428711,273.98016357421875,395.9299621582031
2022-04-28,160.3319549560547,112.0349349975586,280.1809997558594,405.9309387207031
2022-04-29,154.4630126953125,108.41973114013672,268.4660949707031,390.9295654296875
2022-05-02,154.76675415039062,109.40983581542969,275.18939208984375,393.28265380859375
2022-05-03,156.2560577392578,111.75334930419922,272.5871276855469,395.0854797363281
2022-05-04,162.66383361816406,115.4503173828125,280.5195617675781,407.1169738769531
2022-05-05,153.60081481933594,112.56177520751953,268.3016357421875,392.6469421386719
2022-05-06,154.32691955566406,112.38009643554688,265.7671203613281,390.3032531738281
2022-05-09,149.20492553710938,110.69058990478516,255.9482879638672,377.8067626953125
2022-05-10,151.60894775390625,107.99281311035156,260.707763671875,378.67974853515625
2022-05-11,143.74932861328125,107.31156158447266,252.0496826171875,372.66400146484375
2022-05-12,139.88331604003906,107.22073364257812,247.01937866210938,372.2749328613281
2022-05-13,144.34788513183594,108.17449188232422,252.60107421875,381.17523193359375
2022-05-16,142.80735778808594,107.42056274414062,252.96875,379.6286315917969
2022-05-17,146.43789672851562,110.98126983642578,258.11517333984375,387.4377136230469
2022-05-18,138.17596435546875,109.08282470703125,246.36325073242188,371.8195495605469
2022-05-19,134.7711639404297,107.46595764160156,245.4518280029297,369.542236328125
2022-05-20,135.00660705566406,106.58488464355469,244.88943481445312,369.70355224609375
2022-05-23,140.42298889160156,113.17943572998047,252.73365783691406,376.6207580566406
2022-05-24,137.72462463378906,114.77812957763672,251.73501586914062,373.74566650390625
2022-05-25,137.8816375732422,115.5774917602539,254.54685974121094,377.04766845703125
2022-05-26,141.08041381835938,117.57584381103516,257.8243103027344,384.58160400390625
2022-05-27,146.83038330078125,119.23809814453125,264.9413757324219,394.0228271484375
2022-05-31,146.0453643798828,120.11009216308594,263.61297607421875,391.8118896484375
2022-06-01,145.9178466796875,118.00273895263672,264.146240234375,388.642822265625
2022-06-02,148.37086486816406,119.90119934082031,266.2405700683594,396.04388427734375
2022-06-03,142.6503448486328,118.22982788085938,261.819091796875,389.544189453125
2022-06-06,143.39608764648438,117.83924865722656,260.5876770019531,390.7302551269531
2022-06-07,145.9178466796875,118.14808654785156,264.2238464355469,394.4781799316406
2022-06-08,145.1819305419922,116.26781463623047,262.1973571777344,390.18939208984375
2022-06-09,139.96180725097656,113.82437133789062,256.74798583984375,380.9095153808594
2022-06-10,134.55528259277344,108.59233093261719,245.30633544921875,369.8648376464844
2022-06-13,129.4038543701172,105.35861206054688,234.90228271484375,355.82177734375
2022-06-14,130.26731872558594,103.60551452636719,237.0644989013672,354.74957275390625
2022-06-15,132.8871612548828,104.831787109375,244.11373901367188,359.806884765625
2022-06-16,127.61797332763672,103.03327941894531,237.52996826171875,347.8987731933594
